RADICADO;TIPO DE CLIENTE;TIPO TRAMITE;SEGMENTO CLIENTE;COMENTARIO;CLASIFICACION;f
Ces-52754759;DETRACTOR;Certificaciones Especiales Call Center;INCLUSION;Sean claros con las personas y por favor cumplan los tiempos que dicen para dar respuesta a las solicitudes. A mi me dijeron que demoraban la solicitud de 1 a 2 dias y van 5 dias y no dan respuesta.;ENTREGA DOCUMENTOS;198
1712865012562-04;DETRACTOR;Poderes Leasing;PREMIUM;TENGO UNA DIFICULTAD EN CUANTO AL PAGO DEL PREDIAL,ESTA MAL LA FACTURA Y DAVIVIENDA YA LO HABIA ECHO,NUNCA ATENDIERON ESE REQUERIMIENTO Y DAVIVIENDA PAGO Y TENGO QUE RESPONDER YO,PAGAR ESE SALDO YO.;OTRO;198
Ces-52754759;DETRACTOR;Certificaciones Especiales Call Center;INCLUSION;sean claros con de respuesta y por favor cumplan los 5 que dicen para van las a las y me mi personas 2 dijeron demoraban la solicitud tiempos 1 a que dias dar solicitudes. no dias respuesta. y dan a;ENTREGA DOCUMENTOS;198
1678121823430-50;DETRACTOR;Perfeccionamiento De Leasing;INCLUSION;*muy malo *tiene que arreglar los procesos *si tiene la facilidad para captar clientes,que tambien sea facil salir del proceso, todo es importante tanto el ingreso como el retiro y la nacionalizacion;INCONFORMIDAD SERVICIO;199
Ces-98701282;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;Solicite un certificado de no oponibilidad y me dicen que fue enviado a mi correo, pero nunca llego. Adicionalmente, debo volver a radicar la solicitud y esperar, por un error del banco. No es justo.;ENTREGA DOCUMENTOS;199
Ces-98701282;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;solicite correo, pero enviado un a y me no que por fue solicitud mi banco. radicar nunca llego. adicionalmente, debo volver dicen a la de y esperar, un certificado error del oponibilidad no es justo.;ENTREGA DOCUMENTOS;199
Ces-52330099;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;Quiero aumentar mi cupo en tarjeta de credito en las oficinas me dicen q todo via canales digitales y por telefono q en la oficina fisica. Por internet y por la app No da la opcion ..... Mal servicio.;OTRO;200
1-42170797144;DETRACTOR;Levantamiento Prenda Vehiculo;CLASICO;A MI NO ME DIERON NINGUN PAPEL ME DIJERON QUE FUERA AL TRANSITO A MI SIEMPRE ME ENTREGAN LA PRENDA, LA ATENCION AL CLIENTE MUCHAS VECES LLAME ME DICEN UNA COSA IBA A LA OFICINA Y ME DECIAN POTRA COSA.;CLARIDAD INFORMACION;200
1-42170797144;DETRACTOR;Levantamiento Prenda Vehiculo;CLASICO;a mi no me entregan cliente la me oficina que fuera me llame al mi siempre muchas dieron la me prenda, atencion transito a y veces dijeron a dicen una cosa iba potra la papel ningun me decian al cosa.;CLARIDAD INFORMACION;200
Ces-74346926;DETRACTOR;Certificaciones Especiales;CLASICO;Muy demorada la entrega de mi targeta, tienen un medio de correspondencia muy pesimo, no les importa el cliente, no van a destino indicado para hacer la entrega, tampoco se comunican con el cliente !!!;OTRO;201
Pol-72357102;DETRACTOR;Poderes Leasing;CLASICO;Envian poder en marzo con fecha de febrero Al solicitar Nuevo con fecha de marzo solo le colocan 1 matricula Me quedan de enviar uno nuevo con las 2 matriculas y entrega en 24 horas y no lo he recibido;FALTA DE RESPUESTA;201
1679590950635-51;DETRACTOR;Copia De Documentos Cartera;CLASICO;La respuesta de Davivienda no corresponde 100% con mi solicitud, Por consiguiente tendre que recurrir a la Superintendencia Financiera de Colombia para que el banco me brinde la informacion solicitada,;INCONFORMIDAD SERVICIO;201
CES-77173044;DETRACTOR;Certificaciones Especiales Call Center;PREMIUM PLUS;LLEVO SOLICITANDO CAMBIO DE FECHA DE CORTE HACE 10 DIAS. HE HABLADO CON 6 ASESORES DIFERENTES, TODOS ME DICEN ALGO DIFERENTE PERO NADIE ME RESUELVE. QUE MAL SERVICIO HASTA QUE ME ABURRA Y CANCELE LA TC;DEMORA TRAMITE;201
Pol-72357102;DETRACTOR;Poderes Leasing;CLASICO;envian las en marzo con al matricula horas de solicitar nuevo febrero fecha poder marzo solo he colocan 1 recibido me quedan de y uno nuevo con enviar 2 24 y entrega con de le en no lo fecha matriculas;FALTA DE RESPUESTA;201
CES-77173044;DETRACTOR;Certificaciones Especiales Call Center;PREMIUM PLUS;mal solicitando 6 cancele fecha de corte hace resuelve. dias. he 10 con nadie algo diferentes, diferente me dicen asesores de pero la me hablado que y servicio hasta cambio me aburra todos llevo que tc;DEMORA TRAMITE;201
Ces-1096226091;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;El servicio de seguridad es extremadamente malo, no he recibido respuesta de un robo de dinero de mi tarjeta de credito en 2 meses, y llamo y nadie me da ningun tipo de solucion. Que verguenza de banco.;OTRO;202
Ces-1014269602;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;Hace mas de un mes debia llegarme la tarjeta de credito y nunca solucionan Los encargados de entregarlas deberian de llamar si mo encuentran la ubicacion o intentar contactar al cliente Demasiado pesimo;OTRO;202
Ces-1128421811;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;Me he comunicado casi 10 veces utilizando el unico canal del que dispongo con el banco y no me dan solucion de un paz y salvo de una tarjeta que nunca me entregaron. Increible, me encuentro muy molesto.;OTRO;202
1715693706143-50;DETRACTOR;Certificaciones Especiales;CLASICO;LLAME PARA NEGOCIAR UNA DEUDA Y LA PERSONA ME HABLO MUY DESPECTIVAMENTE Y SOLO DIJO QUE PARA LLEGAR A UN ACUERDO DE PAGO DEBIA ESTAR EN CARTERA CASTIGA Y NO ME AYUDO Y SI ME HABLO EN UN TONO MUY GROSERO;OTRO;202
Ces-52874310;DETRACTOR;Certificaciones Especiales;PREMIUM;Muy mal servicio para los clientes no dan respuesta rapida por el callcenter le cuelgan a uno no se vuelven a comunicar y cuando no saben resolver una duda sencillamente lo dejan en espera o no contestan;FALTA DE RESPUESTA;203
CES-1013624294;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;NO LE HAN DADO RESPUESTA A SU SOLICITUD LUEGO DE ESPERAR 14 DIAS HABILES AHORA LE HAN INDICADO QUE DEBE ESPERAR 8 DIAS MAS. EL BANCO DE DESDE QUE QUITO LA SUCURSAL DE CARTERA TODO MUNDO SE TIRA LA PELOTA;DEMORA TRAMITE;203
Ces-52874310;DETRACTOR;Certificaciones Especiales;PREMIUM;muy y servicio para no uno no cuelgan respuesta rapida por a callcenter le no se a no el vuelven en comunicar mal cuando resolver saben clientes una duda los lo dejan dan espera o sencillamente contestan;FALTA DE RESPUESTA;203
CES-1013624294;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;dado le mundo se han a pelota 8 no de esperar 14 dias habiles ahora han tira indicado que debe de respuesta esperar mas. el banco le desde que quito dias cartera de solicitud todo la sucursal su la luego;DEMORA TRAMITE;203
1-42199615539;DETRACTOR;Levantamiento Prenda Vehiculo;CLASICO;TUVE MUCHOS PROBLEMAS CON DAVIVIENDA PARA HACER ESTA DILIGENCIA VARIAS VECES ME HICIERON ACTUALIZAR DATOS Y LOS FUNCIONARIOS ME DIERON MUY MALA INFORMACION Y PUES POR ESE MOTIVO TAMBIEN ES LA CALIFICACION;INCONFORMIDAD SERVICIO;204
Ces-79294766;DETRACTOR;Certificaciones Especiales;CLASICO;Dos veces he informado por su servicio de WhatsApp con un asesor, la direccion correcta para enviar mi tarjeta y en las dos oportunidades la han enviado a otra direccion! Estoy pensando en ir a cancelarla.;INCONFORMIDAD SERVICIO;205
Ces-1045694223;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;Pesimo servicio llevo un mes esperando el cambio de mu tarjeta de credito, que llevo como 6 anos siendo su cliente, estoy tramitando otra tc con otro banco, pienso cancelar mi tarjeta de credito con ustedes;OTRO;206
Ces-52758262;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;Me comunique por todos los medios, si no tengo clave es lo peor comunicarse con una persona! Me comunique por twitter, fui a las oficinas llevo 8 dias intentando que me den una certificacion especial y nada;INCONFORMIDAD SERVICIO;206
Ces-39093042;DETRACTOR;Certificaciones Especiales;CLASICO;Mi experiencia muy mal me siento estafada robada lo que el credito esta por 5 anos y me cobraron capital con intereses de los anos restantes no fueron capaces de relajarme siquiera los seiciento por lo menos;INCONFORMIDAD SERVICIO;207
Ces-1128451709;DETRACTOR;Certificaciones Especiales;CLASICO;La informacion no es exacta, no tienen la misma informacion de un canal presencial y ademas son muy lentos y se les tiene que repetir la informacion mas de tres veces Pesimo servicio pesimo canal de atencion;CLARIDAD INFORMACION;207
Pol-89006379;DETRACTOR;Poderes Leasing Call Center;CLASICO;Terrible. He pedido un certificado que requiere unas especificaciones que no aparecen en el sistema y tres veces, con asesores distintos, me han docho que me lo envian a mi correo y no es cierto. Nunca llego;ENTREGA DOCUMENTOS;207
1691180296734-19;DETRACTOR;Levantamiento De Hipoteca;PREMIUM;DURE TRES MESE EN EL PROCESO Y TODOS LOS ASESORES ME DABAN UNA INFORMACION DIFERENTE DEL PROCESO Y YA ME COMUNIQUE DIRECTAMENTE A LA PRENDA DE VEHICULO Y ME RESOLVIERON PERO ESTUVE TRES MESES EN ESTE PROCESO;INCONFORMIDAD SERVICIO;207
Pol-89006379;DETRACTOR;Poderes Leasing Call Center;CLASICO;terrible. he pedido el certificado con me unas especificaciones que no nunca que y sistema cierto. tres veces, requiere aparecen distintos, me correo docho que lo a envian en mi un y no es asesores han llego;ENTREGA DOCUMENTOS;207
1-42091061511;DETRACTOR;Cambio De Condiciones(Cambio De Moneda);CLASICO;HE VENIDO MONITOREANDO EL CREDITO, PERO SIGUE SUBIENDO, NO SE HA QUEDADO QUIETO. LA ASESORA NUNCA ME HABIA ESPECIFICACION COMO ERA CON UVR. REQUIERE COMUNICACION CON UN ASESOR, YA QUE POR CORREO NO HA PODIDO.;CLARIDAD INFORMACION;208
1-42091061511;DETRACTOR;Cambio De Condiciones(Cambio De Moneda);CLASICO;subiendo, venido uvr. me asesor, pero sigue requiere no se con era quieto. la ha nunca como habia especificacion credito, ha quedado he monitoreando comunicacion con un asesora ya que por correo no el podido.;CLARIDAD INFORMACION;208
Ces-20654315;DETRACTOR;Certificaciones Especiales;CLASICO;Buenas tardes tengo inconvenientes para pagarles una cuota de libre destino e bregado a comunicarme con ustedes en varias ocasiones al tel 6013383838 y no a Sido posible no e podido hablar con un asesor gracias;OTRO;210
1677874497481-30;DETRACTOR;Perfeccionamiento De Leasing;CLASICO;TUVIMOS MUCHOS INCONVENIENTES. QUE SEAN MUY CLAROS CON UNO Y QUE NO LO ENVUELVAN CON TANTA COSA QUE LLAME ACA O ALLA QUE TENGAN TODOS LA MISMA INFORMACION NO QUE UNO LE DIGA UNA COSA Y EL OTRO DIGA ALGO DIFERENTE;CLARIDAD INFORMACION;212
1722981409555-79;DETRACTOR;Certificaciones Especiales;CLASICO;SE DEMORO MUCHO LO HICIERON MAL AL PRINCIPIO Y ME TOCO VOLVERLO A HACER Y SI SE DEMORO MUCHO LA VERDAD Y ME PARECE EL COLMO DE QUE ME HAYAN DICHO DE QUE ESO FUE CULPA MIA CUANDO NO FUE ASI ESO FUE CULPA DEL BANCO;DEMORA TRAMITE;212
1722981409555-79;DETRACTOR;Certificaciones Especiales;CLASICO;demoro demoro mucho si el mal al principio y me toco volverlo a hacer y fue me asi mucho se hayan y me parece que se de de culpa lo dicho verdad que eso cuando culpa no mia fue colmo hicieron eso fue la del banco;DEMORA TRAMITE;212
Ces-1035852762;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;Fue necesario recurrir a Twitter que es un medio completamente impersonal para resolver una solicitud que me habian indicado en oficina que se podia resolver por web, app o telefono rojo, los cuales no funcionaron;INCONFORMIDAD SERVICIO;213
1718812151234-34;DETRACTOR;Levantamiento Prenda Vehiculo Digital;CLASICO;LOS ASESORES NO SABIAN COMO SE TRAMITA UN LEVANTAMIENTO DE PRENDA Y EL FUNCIONARIO QUE SI LO SABIA COMO ERA EL DIRECTOR ADMINISTRATIVO DE LA SEDE PUERTA DEL NORTE BELLO, MANIFESTO UNA GRAN DESCORTESIA Y MAL GENIO.;INCONFORMIDAD SERVICIO;213
CES-19258584;DETRACTOR;Certificaciones Especiales Call Center;INCLUSION;EXISTEN PERSONAS MAYORES NO EXPERTOS EN APLICACIONES MODERNAS EL TRATO EN LA SUCURSAL DE LA 140 CON 19, LO MAS INHUMANO, QUE TRISTEZA QUE EL SERVICIO DE LAS MAQUINAS SEA MEJOR QUE EL DE LAS PERSONAS EN ESA ENTIDAD;INCONFORMIDAD SERVICIO;213
Ces-19449353;DETRACTOR;Certificaciones Especiales;CLASICO;Me informo el asesor que al bloquar la tarjeta de credito automaticamente me reexprdian otra sin costo y veo que estan cobrando $25000 lo cual elevare la respectiva queja ante la super y no acepto acepto la tarjeta;OTRO;214
Ces-43455954;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;pesima. llame Al call center y me dicen que no podia Pagar en linea q ue tenia que IR a UNa sucursal fisica. la asesoria tenia pereza de trabajar. me toco volver a llamar y la Ultima que me atendio si me ayudo Bien;OTRO;214
1-31567577062;DETRACTOR;Perfeccionamiento De Leasing;CLASICO;ME TOCO LLAMAR MUCHAS VECES NO ME DABAN RESPUESTA EN EL BANCO NI POR LLAMADA FUE MUY DEMORADO TRABAJAN CON UN 100 CUADRAS Y ME TOCO ESTARLES ROGANDO PARA QUE ME MANDARAN ALGO, NOSOTROS MANDAR LOS PAPELES DOBLEMENTE;INCONFORMIDAD SERVICIO;214
1707253563466-74;DETRACTOR;Levantamiento De Hipoteca;CLASICO;ME DIJERON QUE ERA UN PROCESO DE 15 DIAS Y LLEVO 3 MESES CON ESO,NO DAN RESPUESTA DE NADA. EL BANCO NO ME DA RAZON ME, DIJERON QUE ME TENIA QUE COMUNICAR CON 100 CUADRAS Y SI EL PRESTAMO ME LO HICIERON EN EL BANCO.;DEMORA TRAMITE;214
1707253563466-74;DETRACTOR;Levantamiento De Hipoteca;CLASICO;me dijeron 15 era tenia proceso que nada. dias y llevo 3 meses cuadras 100 dan respuesta prestamo razon el da no me con me me, dijeron que de un que comunicar banco. eso,no con y si el banco me lo hicieron de el en;DEMORA TRAMITE;214
Ces-35418943;DETRACTOR;Certificaciones Especiales;CLASICO;No he entrado a solicitar ningun servicio o solicitud de atencion al cliente .. ya no soy cliente de davivienda tuve historia de fraude por medio del banco .... porfavor revisen me preocupa que me esten suplantando.;CLARIDAD INFORMACION;215
1-37198401186;DETRACTOR;Copia De Documentos Cartera;CLASICO;No logre realizar la transaccion en caja despues de una hora de fila... Despues de que me correspondio el turno, no se pudo realizar transaccion, ni la subgerente o encargada estaba disponible para escuchar la queja;OTRO;215
1-41222755950;DETRACTOR;Perfeccionamiento De Leasing;CLASICO;CUANDO LE VAN A VENDER O ENTREGAR EL CREDITO TIENEN TODA LA DISPONIBILIDAD Y APOYO, PERO AL REALIZAR LA VENTA Y PAGAR EL CREDITO TODO ES MAS COMPLEJO, YA NADIE LE COLABORA, DEMORA EN EL PROCESO, POCO ACOMPANAMIENTO.;INCONFORMIDAD SERVICIO;215
1715716056315-33;DETRACTOR;Levantamiento Prenda Vehiculo;CLASICO;. LO QUE PASA ES QUE NO HAY CON QUIEN HABLAR. . ME TOCO A TRAVES DE OTRA ASESORA PORQUE UNO LLAMAN Y NO CONTESTAN, POR QUE UNO LLAMA Y NO HAY CON QUIEN HABLAR ME HICIERON PAGAR DOS VECES Y NO ME DEVOLVIERON EL PAGO.;INCONFORMIDAD SERVICIO;215
Ces-52298517;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;La tarjeta de mango nunca fue entregada y me llega mensaje que ya la recibi. Me programaron varias citas para la entrega del plastico y nunca cumplieron. Voy a solicitar la cancelacion de ese producto por incumplidos;OTRO;216
1-37876622720;DETRACTOR;Perfeccionamiento De Leasing;PREMIUM PLUS;ESA INTERMEDIACION CON 100 CUADRAS NO ME PARECE BIEN LO PONEN A PAGAR POR UN TRAMITE Y NO ES POR DAVIVIENDA SI NO POR CIEN CUADRAS Y PUES ME TOCARIA ENTENDERME CON OTRA ENTIDAD QUE NO ES DAVIVIENDA Y E SO NO ME GUSTO;INCONFORMIDAD SERVICIO;216
CES-42071881;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;MUY QUERIDA LA ASESORA QUE ME COLABORO EN TODO EL PROCESO. ES INCREIBLE QUE UNO VAYA A RECLAMAR UN PAZ Y SALVO Y NO APAREZCA. TODO EL PROCESO LO TUVE QUE HACER DESDE MI CELULAR. ES INCREIBLE COMO CAMBIAN LAS EMPRESAS;ENTREGA DOCUMENTOS;216
CES-42071881;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;es querida la asesora proceso. me salvo en el el todo es increible colaboro mi vaya a que un paz y reclamar y desde que lo muy proceso increible tuve no hacer aparezca. que celular. todo uno como cambian las empresas;ENTREGA DOCUMENTOS;216
Ces-98382722;DETRACTOR;Certificaciones Especiales;CLASICO;He tenido dificultades con mi cuenta ,con mis tarjetas y ha bido cambios sin aviso ,estado pensando en otros bancos ,con tasas de intereses mas bajas y mas oportunidades de Prestamos .agradezco a ustedes su servicio .;OTRO;217
1695063474437-58;DETRACTOR;Levantamiento De Hipoteca;CLASICO;ME PASO QUE IBA A HACER LA VENTA DEL APARTAMENTO Y NO LA ASESORARON BIEN Y LE TOCO HACER PRIMERO EL LEVANTAMIENTO DE HIPOTECA Y LUEGO LO OTRO DESPUES DE QUE SE PODIAN HACER LOS DOS JUNTOS TODO POR UNA MALA INFORMACION;INCONFORMIDAD SERVICIO;217
1-42819769088;DETRACTOR;Copia De Documentos Cartera;PREMIUM;LO HE HECHO DOS VECES Y NO HA LLEGADO Y HACE UN MES LO PEDI NUEVAMENTE Y ME DIJERON QUE ME LLEGABA UN CORREO QUE PARA LA VERIFICACION PERO HASTA LE MOMENTO NO HA LLEGADO NADA Y ME PARECE MUY MALO EL SERVICIO LA VERDAD;FALTA DE RESPUESTA;217
1-42819769088;DETRACTOR;Copia De Documentos Cartera;PREMIUM;hecho que servicio dos veces y no verdad llegado y hace hasta mes la pedi nuevamente y me parece para dijeron llegaba ha correo que muy me verificacion pero un le momento no la llegado lo y me he lo malo nada un el ha;FALTA DE RESPUESTA;217
1672071082439-49;DETRACTOR;Levantamiento Prenda Vehiculo;CLASICO;Por favor como leches quito la prenda de mi carro. Ya pague el credito hace 3 anos y no hay manera!!! Ademas que ostias es eso de tener que ir a tomar improntas y no se que lios. Ya pague el credito LISTO YA ESTA LIBRE;INCONFORMIDAD SERVICIO;218
POL-43612865;DETRACTOR;Poderes Leasing Call Center;CLASICO;LLEVO UNA SEMANA PASADO HE ESTADO EN ESO Y NO EM HAN PODIDO DAR INFORMACION Y LOS ASESORE NO SABEN DE QUE ESTAN HABLANDO NO SABEN BIEN LA INFORMACION ASI QUE LA INFORMACION DEBERIAN DE SER MAS CLAROS CON LA INFORMACION;CLARIDAD INFORMACION;218
1712414876005-64;DETRACTOR;Poderes Leasing;CLASICO;TUVE UN TEMA DE COMUNICACION CON UN LEASING DEL PREVIA QUE NO ME HAN RESULTO Y PUES ME DIJERON QUE TENIA GENERAR LA DOCUMENTACION NUEVAMENTE Y ASI YA LLEVO 2 ANOS Y AUN NO ME HAN PODIDO DAR RESPUESTA DE PARTE DEL BANCO;FALTA DE RESPUESTA;218
POL-43612865;DETRACTOR;Poderes Leasing Call Center;CLASICO;saben una asesore que no pasado en eso la informacion em han podido dar llevo y y informacion no estado de asi estan hablando he saben bien la informacion no la semana de deberian mas ser los claros con que informacion;CLARIDAD INFORMACION;218
1712414876005-64;DETRACTOR;Poderes Leasing;CLASICO;no 2 tema comunicacion de un de leasing nuevamente previa que parte me han resulto banco pues me dijeron que asi generar la documentacion han con y ya llevo tenia anos y aun del me un podido no respuesta dar y del tuve;FALTA DE RESPUESTA;218
1-22443084;DETRACTOR;Poderes Leasing;CLASICO;por favor la las cancelado el del proceso deuda leasing para habitacional. estoy haciendo el perfeccionamiento seguir hacer una escrituras ayudame proceso casa pero siempre sale de que de gastos notariales de ya estan a;CLARIDAD INFORMACION;219
1-22443084;DETRACTOR;Poderes Leasing;CLASICO;POR FAVOR AYUDAME A SEGUIR EL PROCESO DE PERFECCIONAMIENTO DEL LEASING HABITACIONAL. ESTOY HACIENDO EL PROCESO PARA HACER LAS ESCRITURAS DE LA CASA  PERO SIEMPRE SALE UNA DEUDA DE GASTOS NOTARIALES QUE YA ESTAN CANCELADO;CLARIDAD INFORMACION;220
1666729641035-80;DETRACTOR;Perfeccionamiento De Leasing;CLASICO;ellos nunca fueron claros con las cosas .llegaban correos informando cosas pero yo no sabia que era ,no daban razon de nada *me tocaba ir a la notaria a preguntar como estaba el proceso porque cien cuadras no me daba razon;CLARIDAD INFORMACION;222
